Alpha 0.500000 Lam1 0.010000 Lam2 9.000000 AC   0.7780 NMI   0.2759 Time   1.9014
Alpha 0.500000 Lam1 0.010000 Lam2 10.000000 AC   0.7770 NMI   0.2753 Time   1.8865
Alpha 0.500000 Lam1 0.100000 Lam2 0.000000 AC   0.4470 NMI   0.3121 Time  13.9436
Alpha 0.500000 Lam1 0.100000 Lam2 0.100000 AC   0.5590 NMI   0.3140 Time   2.7476
Alpha 0.500000 Lam1 0.100000 Lam2 1.000000 AC   0.6910 NMI   0.3449 Time   1.1595
Alpha 0.500000 Lam1 0.100000 Lam2 2.000000 AC   0.7480 NMI   0.3648 Time   0.9835
Alpha 0.500000 Lam1 0.100000 Lam2 3.000000 AC   0.7530 NMI   0.3684 Time   0.9580
Alpha 0.500000 Lam1 0.100000 Lam2 4.000000 AC   0.7580 NMI   0.3807 Time   0.9832
Alpha 0.500000 Lam1 0.100000 Lam2 5.000000 AC   0.7650 NMI   0.3917 Time   0.7476
Alpha 0.500000 Lam1 0.100000 Lam2 6.000000 AC   0.7610 NMI   0.3666 Time   0.7206
Alpha 0.500000 Lam1 0.100000 Lam2 7.000000 AC   0.7560 NMI   0.3350 Time   0.7575
Alpha 0.500000 Lam1 0.100000 Lam2 8.000000 AC   0.7600 NMI   0.3363 Time   0.8148
Alpha 0.500000 Lam1 0.100000 Lam2 9.000000 AC   0.7620 NMI   0.3371 Time   0.8190
Alpha 0.500000 Lam1 0.100000 Lam2 10.000000 AC   0.7660 NMI   0.3386 Time   0.7950
Alpha 0.500000 Lam1 0.200000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  14.9599
Alpha 0.500000 Lam1 0.200000 Lam2 0.100000 AC   0.5890 NMI   0.3217 Time   2.6960
Alpha 0.500000 Lam1 0.200000 Lam2 1.000000 AC   0.7300 NMI   0.3521 Time   1.3490
Alpha 0.500000 Lam1 0.200000 Lam2 2.000000 AC   0.7530 NMI   0.3684 Time   1.1413
Alpha 0.500000 Lam1 0.200000 Lam2 3.000000 AC   0.7550 NMI   0.3739 Time   0.7939
Alpha 0.500000 Lam1 0.200000 Lam2 4.000000 AC   0.7550 NMI   0.3739 Time   0.7631
Alpha 0.500000 Lam1 0.200000 Lam2 5.000000 AC   0.7590 NMI   0.3864 Time   0.7510
Alpha 0.500000 Lam1 0.200000 Lam2 6.000000 AC   0.7560 NMI   0.3743 Time   0.4999
Alpha 0.500000 Lam1 0.200000 Lam2 7.000000 AC   0.7650 NMI   0.3768 Time   0.4604
Alpha 0.500000 Lam1 0.200000 Lam2 8.000000 AC   0.7780 NMI   0.3563 Time   0.4473
Alpha 0.500000 Lam1 0.200000 Lam2 9.000000 AC   0.7860 NMI   0.3519 Time   0.4374
Alpha 0.500000 Lam1 0.200000 Lam2 10.000000 AC   0.7870 NMI   0.3466 Time   0.4489
Alpha 0.500000 Lam1 0.300000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  15.3381
Alpha 0.500000 Lam1 0.300000 Lam2 0.100000 AC   0.5980 NMI   0.3241 Time   2.5090
Alpha 0.500000 Lam1 0.300000 Lam2 1.000000 AC   0.7480 NMI   0.3648 Time   1.2866
Alpha 0.500000 Lam1 0.300000 Lam2 2.000000 AC   0.7530 NMI   0.3723 Time   0.9173
Alpha 0.500000 Lam1 0.300000 Lam2 3.000000 AC   0.7550 NMI   0.3739 Time   0.8416
Alpha 0.500000 Lam1 0.300000 Lam2 4.000000 AC   0.7580 NMI   0.3807 Time   0.8067
Alpha 0.500000 Lam1 0.300000 Lam2 5.000000 AC   0.7530 NMI   0.3723 Time   0.5485
Alpha 0.500000 Lam1 0.300000 Lam2 6.000000 AC   0.7580 NMI   0.3744 Time   0.4867
Alpha 0.500000 Lam1 0.300000 Lam2 7.000000 AC   0.7720 NMI   0.3852 Time   0.4583
Alpha 0.500000 Lam1 0.300000 Lam2 8.000000 AC   0.7830 NMI   0.3504 Time   0.4486
Alpha 0.500000 Lam1 0.300000 Lam2 9.000000 AC   0.7860 NMI   0.3456 Time   0.4600
Alpha 0.500000 Lam1 0.300000 Lam2 10.000000 AC   0.7780 NMI   0.3240 Time   0.4583
Alpha 0.500000 Lam1 0.400000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  16.7913
Alpha 0.500000 Lam1 0.400000 Lam2 0.100000 AC   0.6250 NMI   0.3279 Time   2.7098
Alpha 0.500000 Lam1 0.400000 Lam2 1.000000 AC   0.7510 NMI   0.3669 Time   1.3778
Alpha 0.500000 Lam1 0.400000 Lam2 2.000000 AC   0.7550 NMI   0.3739 Time   0.9255
Alpha 0.500000 Lam1 0.400000 Lam2 3.000000 AC   0.7570 NMI   0.3798 Time   0.8627
Alpha 0.500000 Lam1 0.400000 Lam2 4.000000 AC   0.7550 NMI   0.3739 Time   0.6793
Alpha 0.500000 Lam1 0.400000 Lam2 5.000000 AC   0.7580 NMI   0.3744 Time   0.5592
Alpha 0.500000 Lam1 0.400000 Lam2 6.000000 AC   0.7780 NMI   0.3879 Time   0.5057
Alpha 0.500000 Lam1 0.400000 Lam2 7.000000 AC   0.7870 NMI   0.3524 Time   0.4837
Alpha 0.500000 Lam1 0.400000 Lam2 8.000000 AC   0.7880 NMI   0.3531 Time   0.4774
Alpha 0.500000 Lam1 0.400000 Lam2 9.000000 AC   0.7890 NMI   0.3294 Time   0.4951
Alpha 0.500000 Lam1 0.400000 Lam2 10.000000 AC   0.7980 NMI   0.3375 Time   0.5237
Alpha 0.500000 Lam1 0.500000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  16.9825
Alpha 0.500000 Lam1 0.500000 Lam2 0.100000 AC   0.6310 NMI   0.3297 Time   2.4469
Alpha 0.500000 Lam1 0.500000 Lam2 1.000000 AC   0.7540 NMI   0.3731 Time   1.3430
Alpha 0.500000 Lam1 0.500000 Lam2 2.000000 AC   0.7550 NMI   0.3739 Time   0.8918
Alpha 0.500000 Lam1 0.500000 Lam2 3.000000 AC   0.7560 NMI   0.3789 Time   0.7544
Alpha 0.500000 Lam1 0.500000 Lam2 4.000000 AC   0.7580 NMI   0.3747 Time   0.5928
Alpha 0.500000 Lam1 0.500000 Lam2 5.000000 AC   0.7780 NMI   0.3840 Time   0.5496
Alpha 0.500000 Lam1 0.500000 Lam2 6.000000 AC   0.7870 NMI   0.3524 Time   0.4975
Alpha 0.500000 Lam1 0.500000 Lam2 7.000000 AC   0.7890 NMI   0.3536 Time   0.4862
Alpha 0.500000 Lam1 0.500000 Lam2 8.000000 AC   0.7920 NMI   0.3311 Time   0.4901
Alpha 0.500000 Lam1 0.500000 Lam2 9.000000 AC   0.7790 NMI   0.2740 Time   0.5208
Alpha 0.500000 Lam1 0.500000 Lam2 10.000000 AC   0.7780 NMI   0.2759 Time   0.5468
Alpha 0.500000 Lam1 0.600000 Lam2 0.000000 AC   0.4480 NMI   0.3094 Time  16.8228
Alpha 0.500000 Lam1 0.600000 Lam2 0.100000 AC   0.6390 NMI   0.3304 Time   2.2971
Alpha 0.500000 Lam1 0.600000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.1265
Alpha 0.500000 Lam1 0.600000 Lam2 2.000000 AC   0.7570 NMI   0.3798 Time   0.8715
Alpha 0.500000 Lam1 0.600000 Lam2 3.000000 AC   0.7580 NMI   0.3750 Time   0.6688
Alpha 0.500000 Lam1 0.600000 Lam2 4.000000 AC   0.7700 NMI   0.3837 Time   0.5714
Alpha 0.500000 Lam1 0.600000 Lam2 5.000000 AC   0.7870 NMI   0.3524 Time   0.5138
Alpha 0.500000 Lam1 0.600000 Lam2 6.000000 AC   0.7890 NMI   0.3536 Time   0.5156
Alpha 0.500000 Lam1 0.600000 Lam2 7.000000 AC   0.7930 NMI   0.3317 Time   0.5173
Alpha 0.500000 Lam1 0.600000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   0.5208
Alpha 0.500000 Lam1 0.600000 Lam2 9.000000 AC   0.7780 NMI   0.2759 Time   0.5332
Alpha 0.500000 Lam1 0.600000 Lam2 10.000000 AC   0.7780 NMI   0.2759 Time   0.5861
Alpha 0.500000 Lam1 0.700000 Lam2 0.000000 AC   0.4480 NMI   0.3094 Time  17.6504
Alpha 0.500000 Lam1 0.700000 Lam2 0.100000 AC   0.6630 NMI   0.3354 Time   2.3226
Alpha 0.500000 Lam1 0.700000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.1103
Alpha 0.500000 Lam1 0.700000 Lam2 2.000000 AC   0.7580 NMI   0.3807 Time   0.9614
Alpha 0.500000 Lam1 0.700000 Lam2 3.000000 AC   0.7590 NMI   0.3795 Time   0.7068
Alpha 0.500000 Lam1 0.700000 Lam2 4.000000 AC   0.7770 NMI   0.3439 Time   0.6252
Alpha 0.500000 Lam1 0.700000 Lam2 5.000000 AC   0.7880 NMI   0.3531 Time   0.6099
Alpha 0.500000 Lam1 0.700000 Lam2 6.000000 AC   0.7920 NMI   0.3311 Time   0.5747
Alpha 0.500000 Lam1 0.700000 Lam2 7.000000 AC   0.7780 NMI   0.2759 Time   0.5555
Alpha 0.500000 Lam1 0.700000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   0.5726
Alpha 0.500000 Lam1 0.700000 Lam2 9.000000 AC   0.7780 NMI   0.2759 Time   0.6162
Alpha 0.500000 Lam1 0.700000 Lam2 10.000000 AC   0.7840 NMI   0.2800 Time   0.3844
Alpha 0.500000 Lam1 0.800000 Lam2 0.000000 AC   0.4480 NMI   0.3094 Time  17.5928
Alpha 0.500000 Lam1 0.800000 Lam2 0.100000 AC   0.6750 NMI   0.3376 Time   2.1999
Alpha 0.500000 Lam1 0.800000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.0272
Alpha 0.500000 Lam1 0.800000 Lam2 2.000000 AC   0.7570 NMI   0.3793 Time   0.8232
Alpha 0.500000 Lam1 0.800000 Lam2 3.000000 AC   0.7730 NMI   0.3812 Time   0.6643
Alpha 0.500000 Lam1 0.800000 Lam2 4.000000 AC   0.7870 NMI   0.3524 Time   0.5794
Alpha 0.500000 Lam1 0.800000 Lam2 5.000000 AC   0.7870 NMI   0.3283 Time   0.5536
Alpha 0.500000 Lam1 0.800000 Lam2 6.000000 AC   0.7790 NMI   0.2740 Time   0.6139
Alpha 0.500000 Lam1 0.800000 Lam2 7.000000 AC   0.7780 NMI   0.2759 Time   0.6065
Alpha 0.500000 Lam1 0.800000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   0.6332
Alpha 0.500000 Lam1 0.800000 Lam2 9.000000 AC   0.7840 NMI   0.2800 Time   0.3848
Alpha 0.500000 Lam1 0.800000 Lam2 10.000000 AC   0.7840 NMI   0.2800 Time   0.3518
Alpha 0.500000 Lam1 0.900000 Lam2 0.000000 AC   0.4480 NMI   0.3094 Time  17.7129
Alpha 0.500000 Lam1 0.900000 Lam2 0.100000 AC   0.6900 NMI   0.3446 Time   2.1866
Alpha 0.500000 Lam1 0.900000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.0168
Alpha 0.500000 Lam1 0.900000 Lam2 2.000000 AC   0.7580 NMI   0.3793 Time   0.7750
Alpha 0.500000 Lam1 0.900000 Lam2 3.000000 AC   0.7750 NMI   0.3523 Time   0.6123
Alpha 0.500000 Lam1 0.900000 Lam2 4.000000 AC   0.7880 NMI   0.3531 Time   0.5656
Alpha 0.500000 Lam1 0.900000 Lam2 5.000000 AC   0.7980 NMI   0.3375 Time   0.5605
Alpha 0.500000 Lam1 0.900000 Lam2 6.000000 AC   0.7780 NMI   0.2759 Time   0.5782
Alpha 0.500000 Lam1 0.900000 Lam2 7.000000 AC   0.7780 NMI   0.2759 Time   0.6027
Alpha 0.500000 Lam1 0.900000 Lam2 8.000000 AC   0.7840 NMI   0.2800 Time   0.3923
Alpha 0.500000 Lam1 0.900000 Lam2 9.000000 AC   0.7840 NMI   0.2800 Time   0.3827
Alpha 0.500000 Lam1 0.900000 Lam2 10.000000 AC   0.7850 NMI   0.2808 Time   0.3644
Alpha 0.500000 Lam1 1.000000 Lam2 0.000000 AC   0.4480 NMI   0.3094 Time  18.0119
Alpha 0.500000 Lam1 1.000000 Lam2 0.100000 AC   0.6960 NMI   0.3437 Time   2.0261
Alpha 0.500000 Lam1 1.000000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   0.9969
Alpha 0.500000 Lam1 1.000000 Lam2 2.000000 AC   0.7580 NMI   0.3791 Time   0.7214
Alpha 0.500000 Lam1 1.000000 Lam2 3.000000 AC   0.7840 NMI   0.3509 Time   0.6136
Alpha 0.500000 Lam1 1.000000 Lam2 4.000000 AC   0.7840 NMI   0.3267 Time   0.5793
Alpha 0.500000 Lam1 1.000000 Lam2 5.000000 AC   0.7780 NMI   0.2759 Time   0.5633
Alpha 0.500000 Lam1 1.000000 Lam2 6.000000 AC   0.7780 NMI   0.2759 Time   0.6000
Alpha 0.500000 Lam1 1.000000 Lam2 7.000000 AC   0.7840 NMI   0.2800 Time   0.4173
Alpha 0.500000 Lam1 1.000000 Lam2 8.000000 AC   0.7840 NMI   0.2800 Time   0.3929
Alpha 0.500000 Lam1 1.000000 Lam2 9.000000 AC   0.7850 NMI   0.2808 Time   0.3838
Alpha 0.500000 Lam1 1.000000 Lam2 10.000000 AC   0.7620 NMI   0.2261 Time   0.4087
Alpha 0.500000 Lam1 2.000000 Lam2 0.000000 AC   0.4480 NMI   0.2725 Time   6.2994
Alpha 0.500000 Lam1 2.000000 Lam2 0.100000 AC   0.7300 NMI   0.3521 Time   1.7859
Alpha 0.500000 Lam1 2.000000 Lam2 1.000000 AC   0.7580 NMI   0.3791 Time   0.7756
Alpha 0.500000 Lam1 2.000000 Lam2 2.000000 AC   0.7810 NMI   0.3253 Time   0.6123
Alpha 0.500000 Lam1 2.000000 Lam2 3.000000 AC   0.7780 NMI   0.2759 Time   0.6493
Alpha 0.500000 Lam1 2.000000 Lam2 4.000000 AC   0.7840 NMI   0.2800 Time   0.4310
Alpha 0.500000 Lam1 2.000000 Lam2 5.000000 AC   0.7630 NMI   0.2284 Time   0.4005
Alpha 0.500000 Lam1 2.000000 Lam2 6.000000 AC   0.7410 NMI   0.1494 Time   0.4088
Alpha 0.500000 Lam1 2.000000 Lam2 7.000000 AC   0.7030 NMI   0.0382 Time   0.4640
Alpha 0.500000 Lam1 2.000000 Lam2 8.000000 AC   0.7030 NMI   0.0392 Time   0.3894
Alpha 0.500000 Lam1 2.000000 Lam2 9.000000 AC   0.7050 NMI   0.0383 Time   0.5899
Alpha 0.500000 Lam1 2.000000 Lam2 10.000000 AC   0.7040 NMI   0.0351 Time   0.4324
Alpha 0.600000 Lam1 0.000000 Lam2 0.000000 AC   0.8390 NMI   0.4521 Time   1.0088
Alpha 0.600000 Lam1 0.000000 Lam2 0.100000 AC   0.8460 NMI   0.4533 Time   1.0042
Alpha 0.600000 Lam1 0.000000 Lam2 1.000000 AC   0.7050 NMI   0.0346 Time   3.1153
Alpha 0.600000 Lam1 0.000000 Lam2 2.000000 AC   0.6980 NMI   0.0071 Time   4.4660
Alpha 0.600000 Lam1 0.000000 Lam2 3.000000 AC   0.6980 NMI   0.0071 Time   5.2333
Alpha 0.600000 Lam1 0.000000 Lam2 4.000000 AC   0.6970 NMI   0.0036 Time   5.8236
Alpha 0.600000 Lam1 0.000000 Lam2 5.000000 AC   0.5400 NMI   0.2892 Time  16.2061
Alpha 0.600000 Lam1 0.000000 Lam2 6.000000 AC   0.5400 NMI   0.2892 Time  16.2929
Alpha 0.600000 Lam1 0.000000 Lam2 7.000000 AC   0.5400 NMI   0.2892 Time  17.0863
Alpha 0.600000 Lam1 0.000000 Lam2 8.000000 AC   0.5400 NMI   0.2892 Time  17.7720
Alpha 0.600000 Lam1 0.000000 Lam2 9.000000 AC   0.5400 NMI   0.2892 Time  17.5167
Alpha 0.600000 Lam1 0.000000 Lam2 10.000000 AC   0.5400 NMI   0.2874 Time  17.3177
Alpha 0.600000 Lam1 0.010000 Lam2 0.000000 AC   0.5400 NMI   0.3109 Time   2.8025
Alpha 0.600000 Lam1 0.010000 Lam2 0.100000 AC   0.5760 NMI   0.3164 Time   1.8002
Alpha 0.600000 Lam1 0.010000 Lam2 1.000000 AC   0.8130 NMI   0.4161 Time   1.0909
Alpha 0.600000 Lam1 0.010000 Lam2 2.000000 AC   0.8120 NMI   0.3525 Time   1.4711
Alpha 0.600000 Lam1 0.010000 Lam2 3.000000 AC   0.7840 NMI   0.2800 Time   1.6877
Alpha 0.600000 Lam1 0.010000 Lam2 4.000000 AC   0.7840 NMI   0.2800 Time   1.9795
Alpha 0.600000 Lam1 0.010000 Lam2 5.000000 AC   0.7780 NMI   0.2759 Time   1.8704
Alpha 0.600000 Lam1 0.010000 Lam2 6.000000 AC   0.7780 NMI   0.2759 Time   1.9053
Alpha 0.600000 Lam1 0.010000 Lam2 7.000000 AC   0.7780 NMI   0.2759 Time   1.8505
Alpha 0.600000 Lam1 0.010000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   1.8549
Alpha 0.600000 Lam1 0.010000 Lam2 9.000000 AC   0.8050 NMI   0.3459 Time   1.9190
Alpha 0.600000 Lam1 0.010000 Lam2 10.000000 AC   0.8040 NMI   0.3420 Time   1.9867
Alpha 0.600000 Lam1 0.100000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  14.6231
Alpha 0.600000 Lam1 0.100000 Lam2 0.100000 AC   0.5590 NMI   0.3140 Time   2.8970
Alpha 0.600000 Lam1 0.100000 Lam2 1.000000 AC   0.6940 NMI   0.3465 Time   1.5240
Alpha 0.600000 Lam1 0.100000 Lam2 2.000000 AC   0.7350 NMI   0.3576 Time   1.1241
Alpha 0.600000 Lam1 0.100000 Lam2 3.000000 AC   0.7530 NMI   0.3684 Time   1.0252
Alpha 0.600000 Lam1 0.100000 Lam2 4.000000 AC   0.7550 NMI   0.3739 Time   1.0680
Alpha 0.600000 Lam1 0.100000 Lam2 5.000000 AC   0.7560 NMI   0.3789 Time   0.7320
Alpha 0.600000 Lam1 0.100000 Lam2 6.000000 AC   0.7600 NMI   0.3874 Time   0.7061
Alpha 0.600000 Lam1 0.100000 Lam2 7.000000 AC   0.7620 NMI   0.3879 Time   0.7462
Alpha 0.600000 Lam1 0.100000 Lam2 8.000000 AC   0.7570 NMI   0.3620 Time   0.7713
Alpha 0.600000 Lam1 0.100000 Lam2 9.000000 AC   0.7610 NMI   0.3470 Time   0.7933
Alpha 0.600000 Lam1 0.100000 Lam2 10.000000 AC   0.7590 NMI   0.3359 Time   0.8304
Alpha 0.600000 Lam1 0.200000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  16.2989
Alpha 0.600000 Lam1 0.200000 Lam2 0.100000 AC   0.5870 NMI   0.3217 Time   2.9591
Alpha 0.600000 Lam1 0.200000 Lam2 1.000000 AC   0.7320 NMI   0.3562 Time   1.5666
Alpha 0.600000 Lam1 0.200000 Lam2 2.000000 AC   0.7510 NMI   0.3669 Time   1.3056
Alpha 0.600000 Lam1 0.200000 Lam2 3.000000 AC   0.7550 NMI   0.3739 Time   0.9455
Alpha 0.600000 Lam1 0.200000 Lam2 4.000000 AC   0.7550 NMI   0.3739 Time   0.9200
Alpha 0.600000 Lam1 0.200000 Lam2 5.000000 AC   0.7570 NMI   0.3798 Time   0.8150
Alpha 0.600000 Lam1 0.200000 Lam2 6.000000 AC   0.7620 NMI   0.3879 Time   0.7873
Alpha 0.600000 Lam1 0.200000 Lam2 7.000000 AC   0.7560 NMI   0.3743 Time   0.5435
Alpha 0.600000 Lam1 0.200000 Lam2 8.000000 AC   0.7580 NMI   0.3744 Time   0.4807
Alpha 0.600000 Lam1 0.200000 Lam2 9.000000 AC   0.7710 NMI   0.3844 Time   0.4656
Alpha 0.600000 Lam1 0.200000 Lam2 10.000000 AC   0.7770 NMI   0.3535 Time   0.4511
Alpha 0.600000 Lam1 0.300000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  16.0998
Alpha 0.600000 Lam1 0.300000 Lam2 0.100000 AC   0.5940 NMI   0.3236 Time   2.6939
Alpha 0.600000 Lam1 0.300000 Lam2 1.000000 AC   0.7450 NMI   0.3629 Time   1.8692
Alpha 0.600000 Lam1 0.300000 Lam2 2.000000 AC   0.7550 NMI   0.3739 Time   1.0940
Alpha 0.600000 Lam1 0.300000 Lam2 3.000000 AC   0.7550 NMI   0.3739 Time   0.8644
Alpha 0.600000 Lam1 0.300000 Lam2 4.000000 AC   0.7560 NMI   0.3789 Time   0.8166
Alpha 0.600000 Lam1 0.300000 Lam2 5.000000 AC   0.7560 NMI   0.3743 Time   0.7133
Alpha 0.600000 Lam1 0.300000 Lam2 6.000000 AC   0.7570 NMI   0.3743 Time   0.5654
Alpha 0.600000 Lam1 0.300000 Lam2 7.000000 AC   0.7680 NMI   0.3827 Time   0.5491
Alpha 0.600000 Lam1 0.300000 Lam2 8.000000 AC   0.7760 NMI   0.3552 Time   0.4963
Alpha 0.600000 Lam1 0.300000 Lam2 9.000000 AC   0.7860 NMI   0.3514 Time   0.4918
Alpha 0.600000 Lam1 0.300000 Lam2 10.000000 AC   0.7880 NMI   0.3531 Time   0.4884
Alpha 0.600000 Lam1 0.400000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  17.1336
Alpha 0.600000 Lam1 0.400000 Lam2 0.100000 AC   0.6190 NMI   0.3275 Time   2.6632
Alpha 0.600000 Lam1 0.400000 Lam2 1.000000 AC   0.7510 NMI   0.3669 Time   1.3772
Alpha 0.600000 Lam1 0.400000 Lam2 2.000000 AC   0.7550 NMI   0.3739 Time   0.9741
Alpha 0.600000 Lam1 0.400000 Lam2 3.000000 AC   0.7560 NMI   0.3789 Time   0.9072
Alpha 0.600000 Lam1 0.400000 Lam2 4.000000 AC   0.7590 NMI   0.3801 Time   0.7076
Alpha 0.600000 Lam1 0.400000 Lam2 5.000000 AC   0.7570 NMI   0.3740 Time   0.6217
Alpha 0.600000 Lam1 0.400000 Lam2 6.000000 AC   0.7710 NMI   0.3611 Time   0.5918
Alpha 0.600000 Lam1 0.400000 Lam2 7.000000 AC   0.7810 NMI   0.3486 Time   0.5076
Alpha 0.600000 Lam1 0.400000 Lam2 8.000000 AC   0.7870 NMI   0.3526 Time   0.4950
Alpha 0.600000 Lam1 0.400000 Lam2 9.000000 AC   0.7900 NMI   0.3540 Time   0.4901
Alpha 0.600000 Lam1 0.400000 Lam2 10.000000 AC   0.7860 NMI   0.3277 Time   0.4998
Alpha 0.600000 Lam1 0.500000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  17.5274
Alpha 0.600000 Lam1 0.500000 Lam2 0.100000 AC   0.6310 NMI   0.3297 Time   2.8890
Alpha 0.600000 Lam1 0.500000 Lam2 1.000000 AC   0.7540 NMI   0.3731 Time   1.5825
Alpha 0.600000 Lam1 0.500000 Lam2 2.000000 AC   0.7560 NMI   0.3789 Time   1.0740
Alpha 0.600000 Lam1 0.500000 Lam2 3.000000 AC   0.7570 NMI   0.3793 Time   1.0013
Alpha 0.600000 Lam1 0.500000 Lam2 4.000000 AC   0.7580 NMI   0.3791 Time   0.6590
Alpha 0.600000 Lam1 0.500000 Lam2 5.000000 AC   0.7710 NMI   0.3537 Time   0.6077
Alpha 0.600000 Lam1 0.500000 Lam2 6.000000 AC   0.7870 NMI   0.3524 Time   0.5699
Alpha 0.600000 Lam1 0.500000 Lam2 7.000000 AC   0.7880 NMI   0.3531 Time   0.5514
Alpha 0.600000 Lam1 0.500000 Lam2 8.000000 AC   0.7800 NMI   0.3248 Time   0.5668
Alpha 0.600000 Lam1 0.500000 Lam2 9.000000 AC   0.7970 NMI   0.3344 Time   0.5503
Alpha 0.600000 Lam1 0.500000 Lam2 10.000000 AC   0.7790 NMI   0.2740 Time   0.5961
Alpha 0.600000 Lam1 0.600000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  17.3016
Alpha 0.600000 Lam1 0.600000 Lam2 0.100000 AC   0.6380 NMI   0.3303 Time   2.4300
Alpha 0.600000 Lam1 0.600000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.3307
Alpha 0.600000 Lam1 0.600000 Lam2 2.000000 AC   0.7570 NMI   0.3798 Time   0.9841
Alpha 0.600000 Lam1 0.600000 Lam2 3.000000 AC   0.7580 NMI   0.3791 Time   0.7876
Alpha 0.600000 Lam1 0.600000 Lam2 4.000000 AC   0.7650 NMI   0.3466 Time   0.7215
Alpha 0.600000 Lam1 0.600000 Lam2 5.000000 AC   0.7870 NMI   0.3524 Time   0.6145
Alpha 0.600000 Lam1 0.600000 Lam2 6.000000 AC   0.7880 NMI   0.3531 Time   0.5719
Alpha 0.600000 Lam1 0.600000 Lam2 7.000000 AC   0.7860 NMI   0.3277 Time   0.5668
Alpha 0.600000 Lam1 0.600000 Lam2 8.000000 AC   0.7800 NMI   0.2781 Time   0.5983
Alpha 0.600000 Lam1 0.600000 Lam2 9.000000 AC   0.7780 NMI   0.2759 Time   0.6139
Alpha 0.600000 Lam1 0.600000 Lam2 10.000000 AC   0.7780 NMI   0.2759 Time   0.6095
Alpha 0.600000 Lam1 0.700000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  18.6590
Alpha 0.600000 Lam1 0.700000 Lam2 0.100000 AC   0.6590 NMI   0.3347 Time   2.3239
Alpha 0.600000 Lam1 0.700000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.1354
Alpha 0.600000 Lam1 0.700000 Lam2 2.000000 AC   0.7610 NMI   0.3878 Time   0.9361
Alpha 0.600000 Lam1 0.700000 Lam2 3.000000 AC   0.7660 NMI   0.3818 Time   0.7140
Alpha 0.600000 Lam1 0.700000 Lam2 4.000000 AC   0.7770 NMI   0.3430 Time   0.6480
Alpha 0.600000 Lam1 0.700000 Lam2 5.000000 AC   0.7880 NMI   0.3531 Time   0.6368
Alpha 0.600000 Lam1 0.700000 Lam2 6.000000 AC   0.7830 NMI   0.3262 Time   0.5928
Alpha 0.600000 Lam1 0.700000 Lam2 7.000000 AC   0.7780 NMI   0.2733 Time   0.5850
Alpha 0.600000 Lam1 0.700000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   0.6477
Alpha 0.600000 Lam1 0.700000 Lam2 9.000000 AC   0.7780 NMI   0.2759 Time   0.6497
Alpha 0.600000 Lam1 0.700000 Lam2 10.000000 AC   0.7780 NMI   0.2759 Time   0.4670
Alpha 0.600000 Lam1 0.800000 Lam2 0.000000 AC   0.4480 NMI   0.3108 Time  18.5262
Alpha 0.600000 Lam1 0.800000 Lam2 0.100000 AC   0.6810 NMI   0.3389 Time   2.2074
Alpha 0.600000 Lam1 0.800000 Lam2 1.000000 AC   0.7550 NMI   0.3739 Time   1.0619
Alpha 0.600000 Lam1 0.800000 Lam2 2.000000 AC   0.7580 NMI   0.3797 Time   0.8462
Alpha 0.600000 Lam1 0.800000 Lam2 3.000000 AC   0.7600 NMI   0.3444 Time   0.6832
Alpha 0.600000 Lam1 0.800000 Lam2 4.000000 AC   0.7900 NMI   0.3565 Time   0.5949
Alpha 0.600000 Lam1 0.800000 Lam2 5.000000 AC   0.7780 NMI   0.3240 Time   0.5658
Alpha 0.600000 Lam1 0.800000 Lam2 6.000000 AC   0.8040 NMI   0.3420 Time   0.5895
Alpha 0.600000 Lam1 0.800000 Lam2 7.000000 AC   0.7780 NMI   0.2759 Time   0.6179
Alpha 0.600000 Lam1 0.800000 Lam2 8.000000 AC   0.7780 NMI   0.2759 Time   0.7246
Alpha 0.600000 Lam1 0.800000 Lam2 9.000000 AC   0.7840 NMI   0.2800 Time   0.5231
Alpha 0.600000 Lam1 0.800000 Lam2 10.000000 AC   0.7840 NMI   0.2800 Time   0.4167
